,measure_name,ensemble_name,results
259,probabilistic_weighted-balanced_accuracy_score-num_gurus-4,batch_train_acc-std,"[0.0039, 0.0039, 0.0, 0.0, 0.0117, 0.0078, 0.0039, 0.0039, 0.0039, 0.0078, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0078, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0156, 0.0, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0078, 0.0078, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0, 0.0, 0.0078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.1016, 0.0391, 0.0039, 0.0625, 0.1562, 0.0664, 0.0312, 0.0117, 0.0078, 0.0273, 0.0039, 0.0547, 0.0469, 0.0, 0.0117, 0.0039, 0.0234, 0.0117, 0.0234, 0.0156, 0.0195, 0.0195, 0.0, 0.0117, 0.0117, 0.0078, 0.0117, 0.0078, 0.0117, 0.0117, 0.0117, 0.0312, 0.0312, 0.0195, 0.0234, 0.0156, 0.0039, 0.0117, 0.0156, 0.0117, 0.0039, 0.0, 0.0078, 0.0352, 0.0117, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0234, 0.0234, 0.0156, 0.0, 0.0156, 0.0117, 0.0156, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0117, 0.0234, 0.0117, 0.0117, 0.0117, 0.0117, 0.0078, 0.0117, 0.0078, 0.0195, 0.0039, 0.0117, 0.0, 0.0, 0.0117, 0.0078, 0.0117, 0.0078, 0.0117, 0.0078, 0.0, 0.0039, 0.0156, 0.0263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078, 0.0859, 0.0703, 0.0234, 0.082, 0.0234, 0.0547, 0.0156, 0.0195, 0.0938, 0.0352, 0.0156, 0.0195, 0.0391, 0.0117, 0.0039, 0.0078, 0.0078, 0.0156, 0.0156, 0.0078, 0.0, 0.0039, 0.0039, 0.0078, 0.0195, 0.0, 0.0039, 0.0117, 0.0156, 0.0, 0.0117, 0.0117, 0.0039, 0.0156, 0.0039, 0.0039, 0.0, 0.0078, 0.0234, 0.0, 0.0039, 0.0, 0.0195, 0.0156, 0.0156, 0.0156, 0.0, 0.0078, 0.0117, 0.0078, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0078, 0.0078, 0.0039, 0.0117, 0.0039, 0.0, 0.0117, 0.0, 0.0039, 0.0117, 0.0039, 0.0078, 0.0156, 0.0078, 0.0, 0.0039, 0.0039, 0.0117, 0.0, 0.0117, 0.0195, 0.0039, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0391, 0.168, 0.0625, 0.3008, 0.1016, 0.0156, 0.1992, 0.0039, 0.0195, 0.0078, 0.0078, 0.0, 0.0039, 0.0, 0.0078, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0156, 0.0039, 0.0, 0.0078, 0.0, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0117, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0078, 0.0039, 0.0, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0117, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0273, 0.1367, 0.1641, 0.1211, 0.0508, 0.1172, 0.0742, 0.1523, 0.1797, 0.0664, 0.1016, 0.082, 0.0859, 0.0156, 0.1016, 0.0508, 0.0039, 0.0078, 0.0195, 0.0273, 0.043, 0.0234, 0.0078, 0.0039, 0.0078, 0.0234, 0.0273, 0.043, 0.0469, 0.0039, 0.0195, 0.0, 0.0391, 0.0195, 0.0234, 0.0039, 0.0039, 0.0156, 0.0195, 0.0156, 0.0039, 0.0039, 0.0117, 0.0195, 0.0156, 0.0156, 0.0, 0.0, 0.0078, 0.0117, 0.0117, 0.0039, 0.0117, 0.0078, 0.0156, 0.0312, 0.0195, 0.0156, 0.0039, 0.0, 0.0039, 0.0195, 0.0156, 0.0117, 0.0039, 0.0078, 0.0, 0.0156, 0.0039, 0.0078, 0.0391, 0.0273, 0.0039, 0.0, 0.0039, 0.0156, 0.0078, 0.0078, 0.0, 0.0078, 0.0]"
260,probabilistic_weighted-balanced_accuracy_score-num_gurus-4,experience_test_acc-mean,"[0.0, 0.0, 0.0, 0.9703, 0.5757]"
261,probabilistic_weighted-balanced_accuracy_score-num_gurus-4,experience_test_acc-std,"[0.0, 0.0, 0.0, 0.0024, 0.0137]"
262,probabilistic_weighted-balanced_accuracy_score-num_gurus-4,experience_train_acc-mean,"[0.9969, 0.845, 0.8545, 0.8293, 0.767]"
263,probabilistic_weighted-balanced_accuracy_score-num_gurus-4,experience_train_acc-std,"[0.0001, 0.0014, 0.0049, 0.0048, 0.0167]"
264,probabilistic_weighted-f1_score-num_gurus-1,batch_test_acc-mean,"[0.0, 0.6562, 0.6562, 0.6562, 0.6953, 0.6758, 0.6523, 0.6211, 0.6289, 0.6641, 0.6641, 0.6289, 0.6602, 0.6484, 0.6953, 0.7109, 0.5672, 0.0, 0.0, 0.0078, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0082, 0.9492, 0.9688, 0.9414, 0.9453, 0.9258, 0.9453, 0.9648, 0.9609, 0.9805, 0.9492, 0.9688, 0.9609, 0.957, 0.9531, 0.9451, 0.0078, 0.0312, 0.0117, 0.0039, 0.0156, 0.0078, 0.0156, 0.0156, 0.0039, 0.0117, 0.0078, 0.0156, 0.0117, 0.0078, 0.0117, 0.0, 0.2188, 0.2148, 0.207, 0.2266, 0.1953, 0.2344, 0.2227, 0.25, 0.2305, 0.2656, 0.2422, 0.1875, 0.2539, 0.2422, 0.1953, 0.2143]"
265,probabilistic_weighted-f1_score-num_gurus-1,batch_test_acc-std,"[0.0, 0.0312, 0.0625, 0.0469, 0.0391, 0.0273, 0.0352, 0.0352, 0.0195, 0.0781, 0.0, 0.0664, 0.0273, 0.0703, 0.0781, 0.0391, 0.1045, 0.0, 0.0, 0.0078, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0082, 0.0117, 0.0078, 0.0039, 0.0078, 0.0117, 0.0312, 0.0117, 0.0156, 0.0117, 0.0039, 0.0078, 0.0156, 0.0352, 0.0078, 0.0061, 0.0078, 0.0078, 0.0117, 0.0039, 0.0156, 0.0, 0.0156, 0.0078, 0.0039, 0.0117, 0.0078, 0.0156, 0.0117, 0.0, 0.0117, 0.0, 0.0156, 0.0039, 0.082, 0.0156, 0.0234, 0.0156, 0.0273, 0.0156, 0.043, 0.0234, 0.0234, 0.0, 0.0039, 0.0312, 0.0391, 0.0238]"
266,probabilistic_weighted-f1_score-num_gurus-1,batch_train_acc-mean,"[1.0, 0.9922, 0.9883, 0.9961, 0.9883, 0.9961, 0.9961, 0.9961, 1.0, 0.9922, 0.9961, 0.9961, 0.9922, 0.9922, 0.9961, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 1.0, 0.9961, 1.0, 1.0, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 1.0, 1.0, 0.9844, 1.0, 0.9922, 0.9961, 1.0, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 0.9922, 0.9922, 0.9961, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9883, 0.9961, 0.9961, 0.9961, 0.9922, 1.0, 1.0, 0.9961, 1.0, 1.0, 0.9961, 1.0, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9961, 0.9961, 1.0, 1.0, 0.9961, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 1.0, 1.0, 1.0, 0.9961, 1.0, 0.9959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1602, 0.3203, 0.3906, 0.3086, 0.2852, 0.457, 0.5273, 0.5664, 0.5781, 0.6797, 0.7109, 0.7109, 0.7305, 0.7734, 0.8477, 0.8984, 0.8945, 0.9062, 0.9023, 0.832, 0.8672, 0.9102, 0.9297, 0.8984, 0.9297, 0.9219, 0.918, 0.9453, 0.957, 0.9531, 0.9336, 0.9375, 0.9453, 0.9453, 0.9492, 0.9609, 0.9336, 0.9258, 0.9492, 0.9336, 0.9531, 0.957, 0.9453, 0.9492, 0.9766, 0.9609, 0.9688, 0.9453, 0.9453, 0.9531, 0.9297, 0.9453, 0.9609, 0.9531, 0.9531, 0.9609, 0.9414, 0.9688, 0.9727, 0.9727, 0.9688, 0.9531, 0.9492, 0.9609, 0.9492, 0.9688, 0.9727, 0.9609, 0.9648, 0.957, 0.9414, 0.9453, 0.9531, 0.9727, 0.9609, 0.9727, 0.9844, 0.9648, 0.9453, 0.9492, 0.9805, 0.957, 0.9648, 0.9844, 0.9766, 0.9648, 0.9737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5586, 0.7578, 0.8125, 0.8203, 0.7812, 0.8242, 0.8047, 0.8242, 0.7891, 0.8555, 0.9219, 0.9492, 0.9297, 0.9453, 0.9453, 0.9648, 0.9688, 0.9609, 0.957, 0.9609, 0.957, 0.9648, 0.9805, 0.9727, 0.9375, 0.9688, 0.9766, 0.957, 0.9531, 0.9766, 0.9727, 0.9844, 0.9688, 0.957, 0.9688, 0.9805, 0.9609, 0.9727, 0.9766, 0.9844, 0.9883, 0.9883, 0.9883, 0.9688, 0.9688, 0.9688, 0.9883, 0.9922, 0.9805, 0.9883, 0.9766, 0.9961, 0.9766, 0.9766, 0.9805, 0.9883, 0.9922, 0.9883, 0.9883, 0.9766, 0.9727, 0.9766, 0.9922, 0.6914, 0.707, 0.7656, 0.7422, 0.7852, 0.832, 0.4805, 0.6289, 0.7578, 0.8242, 0.8711, 0.8438, 0.8516, 0.8516, 0.8203, 0.8543, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0781, 0.1445, 0.2148, 0.2461, 0.3203, 0.4102, 0.5312, 0.6016, 0.6484, 0.6328, 0.6523, 0.7578, 0.7305, 0.6875, 0.6875, 0.668, 0.7617, 0.8672, 0.9414, 0.9727, 0.9766, 0.9805, 0.9766, 0.9922, 0.9844, 0.9922, 0.9883, 0.9805, 1.0, 0.9961, 0.9883, 0.9961, 1.0, 0.9922, 0.9844, 0.9883, 0.9844, 0.9922, 0.9922, 0.9922, 1.0, 0.9961, 1.0, 0.9961, 0.9961, 0.9883, 0.9883, 0.9961, 1.0, 0.9805, 0.9961, 0.9922, 0.9922, 0.9961, 0.9922, 0.9922, 0.9961, 0.9922, 0.9922, 1.0, 0.9922, 0.9961, 0.9922, 1.0, 0.9922, 1.0, 0.9961, 0.9922, 0.9883, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9961, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 1.0, 1.0, 0.9961, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0742, 0.3438, 0.4727, 0.4805, 0.5273, 0.4844, 0.4844, 0.5312, 0.4961, 0.5117, 0.5312, 0.5, 0.5117, 0.5, 0.5156, 0.4883, 0.6172, 0.6875, 0.7266, 0.7188, 0.6914, 0.6797, 0.7656, 0.9062, 0.9336, 0.9453, 0.9141, 0.8828, 0.8789, 0.9297, 0.9102, 0.9531, 0.9492, 0.9297, 0.9414, 0.9531, 0.957, 0.9453, 0.9531, 0.9609, 0.9492, 0.9492, 0.957, 0.9492, 0.9648, 0.957, 0.9609, 0.9375, 0.957, 0.9219, 0.9766, 0.9766, 0.9766, 0.9609, 0.9766, 0.9414, 0.9727, 0.9453, 0.9805, 0.957, 0.9766, 0.9648, 0.9688, 0.9688, 0.9688, 0.9727, 0.9727, 0.9727, 0.9688, 0.9766, 0.957, 0.9492, 0.9805, 0.9609, 0.9766, 0.9727, 0.9805, 0.9727, 0.9766, 0.9648, 0.9805, 0.9727, 0.9727, 0.9688, 0.9844, 0.9766, 1.0]"
267,probabilistic_weighted-f1_score-num_gurus-1,batch_train_acc-std,"[0.0, 0.0078, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0078, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0078, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0156, 0.0, 0.0078, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0078, 0.0078, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0117, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0, 0.0, 0.0078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1602, 0.3203, 0.3906, 0.293, 0.2852, 0.0898, 0.0352, 0.0898, 0.1406, 0.1406, 0.2188, 0.2031, 0.168, 0.125, 0.0117, 0.0, 0.0117, 0.0078, 0.0273, 0.0273, 0.0312, 0.0039, 0.0156, 0.0078, 0.0156, 0.0234, 0.0273, 0.0312, 0.0039, 0.0234, 0.0039, 0.0312, 0.0156, 0.0156, 0.0195, 0.0156, 0.0039, 0.0195, 0.0117, 0.0195, 0.0, 0.0039, 0.0078, 0.0273, 0.0234, 0.0078, 0.0, 0.0078, 0.0156, 0.0078, 0.0078, 0.0078, 0.0312, 0.0156, 0.0078, 0.0156, 0.0039, 0.0078, 0.0039, 0.0039, 0.0078, 0.0078, 0.0039, 0.0078, 0.0273, 0.0, 0.0039, 0.0234, 0.0117, 0.0039, 0.0039, 0.0, 0.0234, 0.0117, 0.0156, 0.0039, 0.0, 0.0117, 0.0, 0.0195, 0.0039, 0.0117, 0.0039, 0.0, 0.0, 0.0117, 0.0263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0156, 0.0938, 0.0469, 0.0625, 0.0977, 0.0859, 0.1055, 0.1328, 0.1211, 0.0469, 0.0117, 0.0078, 0.0, 0.0156, 0.0039, 0.0234, 0.0312, 0.0195, 0.0, 0.0117, 0.0117, 0.0039, 0.0039, 0.0078, 0.0, 0.0, 0.0039, 0.0156, 0.0078, 0.0039, 0.0078, 0.0, 0.0117, 0.0078, 0.0039, 0.0078, 0.0039, 0.0156, 0.0, 0.0039, 0.0039, 0.0039, 0.0078, 0.0156, 0.0078, 0.0039, 0.0078, 0.0117, 0.0117, 0.0, 0.0039, 0.0, 0.0078, 0.0039, 0.0039, 0.0078, 0.0039, 0.0039, 0.0, 0.0039, 0.0156, 0.0, 0.3008, 0.2617, 0.2344, 0.2188, 0.1836, 0.1602, 0.2617, 0.168, 0.0859, 0.1211, 0.082, 0.0312, 0.0391, 0.0859, 0.0859, 0.0669, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0781, 0.1445, 0.2148, 0.2461, 0.1797, 0.0352, 0.0078, 0.0312, 0.1172, 0.1797, 0.2305, 0.1719, 0.1758, 0.1484, 0.2266, 0.2383, 0.207, 0.0938, 0.0273, 0.0117, 0.0078, 0.0117, 0.0078, 0.0078, 0.0, 0.0078, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0078, 0.0, 0.0117, 0.0078, 0.0078, 0.0078, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0078, 0.0078, 0.0039, 0.0078, 0.0078, 0.0, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0078, 0.0, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0742, 0.0547, 0.0117, 0.0117, 0.0195, 0.0078, 0.0156, 0.0391, 0.043, 0.0039, 0.0, 0.0156, 0.0039, 0.0469, 0.0234, 0.043, 0.1641, 0.25, 0.2188, 0.2109, 0.1914, 0.2266, 0.1328, 0.0312, 0.0195, 0.0156, 0.0078, 0.0234, 0.0352, 0.0, 0.0039, 0.0078, 0.0195, 0.0078, 0.0117, 0.0, 0.0117, 0.0, 0.0156, 0.0078, 0.0195, 0.0117, 0.0039, 0.0039, 0.0039, 0.0039, 0.0078, 0.0078, 0.0195, 0.0156, 0.0156, 0.0, 0.0078, 0.0, 0.0, 0.0117, 0.0195, 0.0, 0.0039, 0.0039, 0.0078, 0.0352, 0.0234, 0.0156, 0.0078, 0.0039, 0.0039, 0.0117, 0.0156, 0.0156, 0.0117, 0.0195, 0.0039, 0.0234, 0.0, 0.0039, 0.0117, 0.0117, 0.0, 0.0039, 0.0039, 0.0117, 0.0039, 0.0078, 0.0, 0.0078, 0.0]"
268,probabilistic_weighted-f1_score-num_gurus-1,experience_test_acc-mean,"[0.6165, 0.003, 0.9544, 0.0112, 0.2251]"
269,probabilistic_weighted-f1_score-num_gurus-1,experience_test_acc-std,"[0.0447, 0.003, 0.0111, 0.0083, 0.0208]"
270,probabilistic_weighted-f1_score-num_gurus-1,experience_train_acc-mean,"[0.997, 0.8025, 0.8138, 0.7827, 0.7915]"
271,probabilistic_weighted-f1_score-num_gurus-1,experience_train_acc-std,"[0.0, 0.033, 0.0062, 0.0104, 0.0162]"
272,probabilistic_weighted-f1_score-num_gurus-2,batch_test_acc-mean,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2773, 0.2617, 0.2891, 0.293, 0.2773, 0.2656, 0.3047, 0.2578, 0.2383, 0.2695, 0.3203, 0.3086, 0.2461, 0.2422, 0.2561, 0.6719, 0.6836, 0.6328, 0.6875, 0.6133, 0.6328, 0.6406, 0.6367, 0.5938, 0.6367, 0.6328, 0.6562, 0.6445, 0.6328, 0.6875, 0.5985, 0.7422, 0.7578, 0.7734, 0.7539, 0.7461, 0.7422, 0.7539, 0.7656, 0.7695, 0.7422, 0.7422, 0.7852, 0.7734, 0.8242, 0.7578, 0.7857]"
273,probabilistic_weighted-f1_score-num_gurus-2,batch_test_acc-std,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2773, 0.2617, 0.2812, 0.293, 0.2617, 0.2656, 0.2969, 0.2578, 0.2383, 0.2695, 0.3203, 0.3086, 0.2383, 0.2422, 0.2439, 0.0156, 0.0117, 0.0312, 0.0312, 0.0352, 0.0312, 0.0938, 0.043, 0.0078, 0.0586, 0.0312, 0.0156, 0.043, 0.0703, 0.0469, 0.0227, 0.0547, 0.0703, 0.0547, 0.0508, 0.0898, 0.1094, 0.0742, 0.1016, 0.0508, 0.0234, 0.0, 0.082, 0.0703, 0.0664, 0.0859, 0.0238]"
274,probabilistic_weighted-f1_score-num_gurus-2,batch_train_acc-mean,"[1.0, 0.9922, 0.9883, 0.9961, 0.9922, 0.9961, 1.0, 0.9961, 1.0, 0.9922, 0.9961, 0.9961, 0.9922, 0.9922, 0.9961, 0.9961, 1.0, 0.9922, 0.9961, 0.9961, 0.9922, 0.9961, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 1.0, 0.9961, 0.9922, 0.9961, 1.0, 1.0, 1.0, 0.9844, 1.0, 0.9922, 0.9961, 1.0, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 0.9922, 0.9922, 0.9961, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 1.0, 1.0, 0.9961, 1.0, 1.0, 0.9961, 1.0, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 1.0, 0.9922, 1.0, 1.0, 0.9922, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9961, 0.9961, 1.0, 1.0, 0.9961, 1.0, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9961, 1.0, 0.9959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078, 0.0, 0.1797, 0.4062, 0.5117, 0.6055, 0.6211, 0.5703, 0.5469, 0.5742, 0.5742, 0.6523, 0.875, 0.8555, 0.8633, 0.8359, 0.8477, 0.918, 0.9492, 0.9336, 0.9297, 0.8867, 0.918, 0.9336, 0.9414, 0.9336, 0.9297, 0.9258, 0.918, 0.9609, 0.9492, 0.9531, 0.9336, 0.9453, 0.9492, 0.9492, 0.9531, 0.9531, 0.9414, 0.9258, 0.9531, 0.9297, 0.9414, 0.9492, 0.9609, 0.9609, 0.9648, 0.957, 0.9688, 0.9531, 0.9453, 0.9492, 0.9375, 0.9375, 0.9727, 0.9531, 0.9492, 0.9688, 0.9375, 0.9648, 0.9727, 0.9727, 0.9648, 0.9492, 0.957, 0.9688, 0.9531, 0.9531, 0.9609, 0.9648, 0.9648, 0.9609, 0.9375, 0.9414, 0.957, 0.9766, 0.9531, 0.9727, 0.9844, 0.9609, 0.9492, 0.9453, 0.9844, 0.9492, 0.9648, 0.9805, 0.9805, 0.9688, 0.9737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0547, 0.2891, 0.4648, 0.6445, 0.6914, 0.8516, 0.8398, 0.9023, 0.9258, 0.9492, 0.9258, 0.9609, 0.9531, 0.9414, 0.9453, 0.9297, 0.9688, 0.9805, 0.9727, 0.9531, 0.957, 0.9609, 0.9648, 0.9766, 0.957, 0.9453, 0.957, 0.9727, 0.9648, 0.9531, 0.9766, 0.9727, 0.9844, 0.9531, 0.957, 0.9727, 0.9766, 0.9609, 0.9727, 0.9648, 0.9727, 0.9883, 0.9922, 0.9688, 0.957, 0.9648, 0.9727, 0.9766, 0.9922, 0.9766, 0.9805, 0.9805, 0.9961, 0.9648, 0.9766, 0.9805, 0.9766, 0.9883, 0.9766, 0.9883, 0.9766, 0.9766, 0.9805, 0.9883, 0.9844, 0.9805, 0.9922, 0.9727, 0.9727, 0.9805, 1.0, 0.8086, 0.9688, 0.9844, 0.7188, 0.7852, 0.875, 0.8945, 0.918, 0.9724, 0.0, 0.0, 0.0, 0.0, 0.1016, 0.0078, 0.0, 0.0664, 0.0195, 0.1992, 0.2539, 0.4414, 0.4766, 0.4883, 0.5156, 0.5234, 0.5859, 0.625, 0.7422, 0.8125, 0.8945, 0.9727, 0.9883, 0.9727, 0.9961, 0.9766, 0.9844, 0.9922, 0.9961, 0.9961, 0.9883, 1.0, 0.9883, 0.9922, 0.9922, 1.0, 0.9883, 1.0, 0.9961, 0.9883, 0.9961, 0.9961, 0.9961, 0.9961, 1.0, 1.0, 0.9883, 0.9961, 0.9961, 0.9922, 0.9961, 0.9922, 1.0, 0.9961, 1.0, 0.9961, 0.9961, 0.9883, 0.9883, 0.9961, 1.0, 0.9883, 0.9961, 0.9961, 0.9961, 0.9961, 0.9922, 0.9883, 1.0, 0.9922, 1.0, 0.9961, 0.9961, 1.0, 0.9922, 1.0, 0.9922, 1.0, 0.9961, 0.9922, 0.9961, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0312, 0.1289, 0.4375, 0.5078, 0.332, 0.5273, 0.4766, 0.5, 0.5, 0.4766, 0.5273, 0.668, 0.5547, 0.6953, 0.7148, 0.8203, 0.9336, 0.8906, 0.8047, 0.9141, 0.9258, 0.9102, 0.9414, 0.957, 0.8789, 0.918, 0.9023, 0.9258, 0.9375, 0.9336, 0.9297, 0.9453, 0.9258, 0.9492, 0.9531, 0.9531, 0.9492, 0.957, 0.9453, 0.9375, 0.9453, 0.9531, 0.9375, 0.9688, 0.9453, 0.9648, 0.9336, 0.9531, 0.9492, 0.9766, 0.9609, 0.9805, 0.9609, 0.9609, 0.9453, 0.9727, 0.9453, 0.9688, 0.9492, 0.9805, 0.9727, 0.9648, 0.9688, 0.9688, 0.9648, 0.9844, 0.957, 0.9648, 0.9805, 0.957, 0.957, 0.9805, 0.9688, 0.9766, 0.9648, 0.9766, 0.9648, 0.9766, 0.9609, 0.9805, 0.9688, 0.9727, 0.9688, 0.9844, 0.9766, 1.0]"
